id,full_address,street,city,province,postal_code,country,latitude,longitude,address_type,notes,created_at
1156,"Gang Raya Setiabudhi No. 96
Ternate, NT 41177",Gg. Pelajar Pejuang No. 294,Medan,Sumatera Utara,32953,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1157,"Gg. Cihampelas No. 842
Sukabumi, Jawa Timur 67888",Jl. Suryakencana No. 168,Cilegon,Banten,72385,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1158,"Gang Sentot Alibasa No. 7
Bukittinggi, JB 63622",Gg. Jamika No. 8,Bekasi,Jawa Barat,57514,Indonesia,1.8512700817365637,,Pabrik,,2026-01-15 14:25:37.513236+00
1159,"Jalan Kiaracondong No. 5
Singkawang, Kepulauan Bangka Belitung 35411",Gg. Pacuan Kuda No. 2,Jakarta Utara,DKI Jakarta,02019,Indonesia,-1.321332125002522,,Gudang,,2026-01-15 14:25:37.513236+00
1160,"Gang Cikutra Timur No. 14
Prabumulih, Kepulauan Bangka Belitung 93402",Jalan Gardujati No. 441,Pekanbaru,Riau,88004,Indonesia,-7.300342854224774,106.60424007943674,Registered Office,,2026-01-15 14:25:37.513236+00
1161,"Jalan Gedebage Selatan No. 3
Palu, Aceh 34754",Jalan Ronggowarsito No. 434,Jakarta Barat,DKI Jakarta,85651,Indonesia,,120.03610033846189,Registered Office,,2026-01-15 14:25:37.513236+00
1162,"Jl. HOS. Cokroaminoto No. 610
Meulaboh, JK 64683",Jl. H.J Maemunah No. 331,Bantul,Yogyakarta,25662,Indonesia,,114.34733462720325,Registered Office,,2026-01-15 14:25:37.513236+00
1163,"Jalan Moch. Ramdan No. 2
Manado, Sulawesi Tenggara 65973",Jalan R.E Martadinata No. 17,Bogor,Jawa Barat,45067,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1164,"Gg. Monginsidi No. 89
Subulussalam, BE 57352",Gang Cikutra Barat No. 43,Parepare,Sulawesi Selatan,26554,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1166,"Gang Pacuan Kuda No. 0
Pematangsiantar, Kalimantan Timur 96532",Gg. Soekarno Hatta No. 813,Magelang,Jawa Tengah,05580,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1167,"Jalan Antapani Lama No. 335
Bima, DI Yogyakarta 89892",Jalan Rungkut Industri No. 0,Karawang,Jawa Barat,88244,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1168,"Gg. R.E Martadinata No. 7
Purwokerto, KR 68663",Gang Abdul Muis No. 753,Tangerang,Banten,30873,Indonesia,3.743978293256756,,Showroom,,2026-01-15 14:25:37.513236+00
1169,"Gg. Cikutra Barat No. 1
Batu, PB 51651",Gg. Abdul Muis No. 643,Binjai,Sumatera Utara,81501,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1170,"Gang BKR No. 495
Tidore Kepulauan, DI Yogyakarta 20984",Gg. Pelajar Pejuang No. 0,Depok,Jawa Barat,47149,Indonesia,-8.446397380842807,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1171,"Gg. K.H. Wahid Hasyim No. 79
Blitar, Kalimantan Barat 84783",Gang Kebonjati No. 060,Samarinda,Kalimantan Timur,15749,Indonesia,,128.1545053450853,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1172,"Gg. Siliwangi No. 537
Sibolga, PA 66255",Gang Soekarno Hatta No. 865,Solo,Jawa Tengah,27298,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1173,"Jl. Kiaracondong No. 6
Palu, JB 63791",Jalan M.H Thamrin No. 77,Prabumulih,Sumatera Selatan,58669,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1174,"Gang Moch. Ramdan No. 36
Ternate, KS 78142",Jalan Cikutra Barat No. 96,Sidoarjo,Jawa Timur,31377,Indonesia,,135.8157763821344,Registered Office,,2026-01-15 14:25:37.513236+00
1175,"Jalan Astana Anyar No. 354
Denpasar, RI 75953",Gang Rumah Sakit No. 692,Bantul,Yogyakarta,57663,Indonesia,2.705614744912225,123.76817870567203,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1176,"Jl. Sukabumi No. 0
Kota Administrasi Jakarta Selatan, PA 62131",Jl. Merdeka No. 66,Tangerang Selatan,Banten,06047,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1177,"Jl. HOS. Cokroaminoto No. 39
Palembang, Jawa Timur 54865",Gang Dipatiukur No. 171,Cilegon,Banten,12757,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1178,"Gang Pasteur No. 9
Balikpapan, BT 27266",Gg. HOS. Cokroaminoto No. 085,Surabaya,Jawa Timur,13442,Indonesia,,127.4068930295958,Pabrik,,2026-01-15 14:25:37.513236+00
1179,"Jl. Sukajadi No. 0
Pariaman, JI 82799",Gg. Otto Iskandardinata No. 0,Bontang,Kalimantan Timur,05076,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1180,"Gg. Dipatiukur No. 72
Mojokerto, Bengkulu 52669",Jl. Pasteur No. 90,Salatiga,Jawa Tengah,10937,Indonesia,4.437351972030736,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1181,"Jl. Suryakencana No. 14
Kotamobagu, YO 51468",Gang Sukabumi No. 4,Bengkalis,Riau,18444,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1182,"Gg. Antapani Lama No. 1
Padang, MA 79699",Gg. S. Parman No. 4,Bantul,Yogyakarta,89974,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1183,"Gang PHH. Mustofa No. 17
Pekanbaru, JT 51930",Gang Sentot Alibasa No. 140,Bogor,Jawa Barat,49615,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1184,"Gang Abdul Muis No. 608
Blitar, NB 45821",Jalan Cihampelas No. 797,Palopo,Sulawesi Selatan,64795,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1185,"Gg. Ciumbuleuit No. 0
Banjar, JK 02044",Jl. Surapati No. 32,Binjai,Sumatera Utara,94084,Indonesia,,,Pabrik,,2026-01-15 14:25:37.513236+00
1186,"Jl. Asia Afrika No. 22
Tarakan, YO 42515",Gg. Siliwangi No. 08,Bengkalis,Riau,14463,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1187,"Jl. Joyoboyo No. 157
Batu, BE 09972",Gg. Dipenogoro No. 32,Cilegon,Banten,34981,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1188,"Gg. Merdeka No. 15
Singkawang, Sumatera Utara 50569",Gang Ciwastra No. 91,Pekalongan,Jawa Tengah,14203,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1189,"Gang Moch. Toha No. 89
Kotamobagu, Kalimantan Selatan 87542",Gg. Joyoboyo No. 559,Palembang,Sumatera Selatan,09588,Indonesia,,98.66259947357364,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1190,"Gg. Jamika No. 05
Sawahlunto, Kepulauan Riau 85091",Gang Medokan Ayu No. 0,Depok,Jawa Barat,54445,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1191,"Jl. Tubagus Ismail No. 85
Singkawang, PB 48483",Gang PHH. Mustofa No. 794,Pekanbaru,Riau,77044,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1192,"Jl. Peta No. 24
Bengkulu, KT 08794",Jl. Cikutra Barat No. 54,Gresik,Jawa Timur,07458,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1193,"Gg. Yos Sudarso No. 94
Medan, AC 65907",Gg. Rungkut Industri No. 1,Bontang,Kalimantan Timur,98428,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1194,"Gang Gardujati No. 5
Bitung, Papua 39346",Gg. Erlangga No. 833,Pematang Siantar,Sumatera Utara,29352,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1195,"Jalan Dipenogoro No. 03
Semarang, SS 73626",Jalan Ronggowarsito No. 905,Cilegon,Banten,70822,Indonesia,3.8870279020462224,,Registered Office,,2026-01-15 14:25:37.513236+00
1196,"Gang Tubagus Ismail No. 213
Banjar, Kalimantan Tengah 07653",Gg. Indragiri No. 787,Cilegon,Banten,19375,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1197,"Jl. W.R. Supratman No. 6
Langsa, BE 70133",Gang Tubagus Ismail No. 4,Bontang,Kalimantan Timur,27026,Indonesia,,107.75365573845463,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1198,"Gg. Setiabudhi No. 9
Bontang, Nusa Tenggara Barat 76474",Gang Dipenogoro No. 76,Bontang,Kalimantan Timur,60069,Indonesia,-3.835031277000337,,Pabrik,,2026-01-15 14:25:37.513236+00
1199,"Gang Cikutra Timur No. 565
Dumai, DKI Jakarta 32294",Gg. Abdul Muis No. 1,Palembang,Sumatera Selatan,77476,Indonesia,,122.9194132308928,Pabrik,,2026-01-15 14:25:37.513236+00
1200,"Jalan Cihampelas No. 58
Mojokerto, NT 15340",Gang KH Amin Jasuta No. 3,Badung,Bali,12938,Indonesia,-2.2364759568759913,,Registered Office,,2026-01-15 14:25:37.513236+00
1201,"Gang Jakarta No. 716
Banjarbaru, JA 58950",Gg. Surapati No. 78,Bengkalis,Riau,83742,Indonesia,,,Pabrik,,2026-01-15 14:25:37.513236+00
1202,"Jalan Antapani Lama No. 8
Balikpapan, JI 28595",Jl. Raya Ujungberung No. 0,Pekalongan,Jawa Tengah,64349,Indonesia,-3.166842648271687,105.2619343434323,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1203,"Gang Pasteur No. 60
Padangpanjang, Sumatera Selatan 77024",Gg. Abdul Muis No. 551,Serang,Banten,33753,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1204,"Gg. Ronggowarsito No. 0
Sibolga, Papua Barat 89870",Gang Siliwangi No. 347,Bantul,Yogyakarta,31328,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1205,"Jalan Ronggowarsito No. 676
Ambon, Jambi 06641",Jl. Tubagus Ismail No. 758,Prabumulih,Sumatera Selatan,24175,Indonesia,,,Pabrik,,2026-01-15 14:25:37.513236+00
1206,"Jalan Tubagus Ismail No. 18
Tidore Kepulauan, JK 16112",Gg. Suniaraja No. 22,Jakarta Pusat,DKI Jakarta,01207,Indonesia,-8.404485669879541,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1207,"Gg. Siliwangi No. 3
Bekasi, Sumatera Selatan 94785",Jl. Gegerkalong Hilir No. 68,Badung,Bali,13303,Indonesia,,123.37903597126342,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1208,"Gang Raya Ujungberung No. 106
Bitung, ST 42551",Jalan Antapani Lama No. 0,Serang,Banten,24403,Indonesia,,135.98296032191567,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1209,"Gg. Ronggowarsito No. 4
Palangkaraya, Kepulauan Bangka Belitung 53285",Gg. Suryakencana No. 358,Kediri,Jawa Timur,29592,Indonesia,,117.57849859908657,Registered Office,,2026-01-15 14:25:37.513236+00
1210,"Gang Kebonjati No. 9
Blitar, KU 34292",Gang Rawamangun No. 624,Parepare,Sulawesi Selatan,63272,Indonesia,4.697990031710713,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1211,"Jalan Cikapayang No. 59
Lhokseumawe, Kepulauan Bangka Belitung 52793",Gang Cikapayang No. 42,Bantul,Yogyakarta,66958,Indonesia,,118.0015659748356,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1212,"Gg. Cihampelas No. 6
Tarakan, BE 43438",Gang Setiabudhi No. 33,Dumai,Riau,24941,Indonesia,-3.63378058626796,,Registered Office,,2026-01-15 14:25:37.513236+00
1213,"Gang Moch. Ramdan No. 719
Binjai, Kalimantan Timur 44029",Jl. Moch. Toha No. 7,Tangerang,Banten,47641,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1214,"Gang Sadang Serang No. 8
Sungai Penuh, Sulawesi Barat 95378",Jl. Ciwastra No. 272,Badung,Bali,47922,Indonesia,-6.794092702073115,,Registered Office,,2026-01-15 14:25:37.513236+00
1215,"Gg. Sentot Alibasa No. 1
Makassar, Kalimantan Barat 34119",Jl. Dipenogoro No. 6,Balikpapan,Kalimantan Timur,23935,Indonesia,0.5888880141780195,110.63762407011457,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1216,"Gg. Gegerkalong Hilir No. 48
Surabaya, SB 37034",Gang Dr. Djunjunan No. 64,Sidoarjo,Jawa Timur,72922,Indonesia,,116.66554926899384,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1217,"Jalan Monginsidi No. 311
Sibolga, SS 14556",Jalan Waringin No. 164,Serang,Banten,23635,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1218,"Gg. Gegerkalong Hilir No. 1
Pasuruan, LA 25864",Gg. Pelajar Pejuang No. 548,Prabumulih,Sumatera Selatan,87407,Indonesia,0.6831208409698277,,Registered Office,,2026-01-15 14:25:37.513236+00
1219,"Gang Asia Afrika No. 1
Sawahlunto, KB 95217",Jalan Surapati No. 969,Denpasar,Bali,15606,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1220,"Gg. Dr. Djunjunan No. 015
Makassar, MA 70507",Gg. Raya Setiabudhi No. 377,Medan,Sumatera Utara,02306,Indonesia,,128.37338938832687,Registered Office,,2026-01-15 14:25:37.513236+00
1221,"Jl. Tubagus Ismail No. 271
Tomohon, JI 09941",Jalan Ronggowarsito No. 60,Bontang,Kalimantan Timur,03839,Indonesia,-0.701524155205643,,Gudang,,2026-01-15 14:25:37.513236+00
1222,"Gang Bangka Raya No. 299
Palopo, Jawa Timur 34512",Gang HOS. Cokroaminoto No. 82,Medan,Sumatera Utara,62334,Indonesia,,124.27028298536273,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1223,"Jl. Dr. Djunjunan No. 152
Salatiga, YO 61065",Gang Surapati No. 059,Denpasar,Bali,56818,Indonesia,,98.88389043912898,Pabrik,,2026-01-15 14:25:37.513236+00
1224,"Gang S. Parman No. 47
Semarang, Jawa Barat 17191",Gg. Kutisari Selatan No. 9,Samarinda,Kalimantan Timur,46466,Indonesia,,114.94179344399751,Showroom,,2026-01-15 14:25:37.513236+00
1225,"Jl. Rungkut Industri No. 41
Tasikmalaya, Bengkulu 89523",Jalan Gedebage Selatan No. 3,Balikpapan,Kalimantan Timur,99810,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1226,"Jl. Jakarta No. 965
Kota Administrasi Jakarta Pusat, Sulawesi Utara 36624",Jalan Rumah Sakit No. 558,Pematang Siantar,Sumatera Utara,93790,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1227,"Gang S. Parman No. 694
Pagaralam, KS 53242",Gang Astana Anyar No. 4,Solo,Jawa Tengah,56824,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1228,"Gg. Pasirkoja No. 7
Purwokerto, SB 92132",Jalan Suryakencana No. 680,Pekalongan,Jawa Tengah,71549,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1229,"Gg. Rajawali Timur No. 394
Sibolga, AC 12019",Gang Jend. Sudirman No. 76,Jakarta Pusat,DKI Jakarta,49170,Indonesia,-1.545277969117425,136.17127502790092,Registered Office,,2026-01-15 14:25:37.513236+00
1230,"Gang Rawamangun No. 87
Mojokerto, KS 33732",Gang Jamika No. 35,Lubuklinggau,Sumatera Selatan,54337,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1231,"Jl. Ronggowarsito No. 2
Banjar, Riau 71918",Gang PHH. Mustofa No. 91,Sidoarjo,Jawa Timur,92468,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1232,"Jl. Moch. Ramdan No. 9
Tual, JI 11216",Gang Sentot Alibasa No. 11,Samarinda,Kalimantan Timur,31326,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1233,"Jl. Abdul Muis No. 240
Kota Administrasi Jakarta Utara, Maluku Utara 48745",Gg. Setiabudhi No. 0,Karawang,Jawa Barat,36930,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1234,"Gang Sadang Serang No. 2
Bandar Lampung, Maluku 85651",Jalan H.J Maemunah No. 7,Badung,Bali,04777,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1235,"Jl. Ir. H. Djuanda No. 59
Serang, Aceh 08565",Jl. Kendalsari No. 81,Prabumulih,Sumatera Selatan,58432,Indonesia,-2.6895561931875642,97.3933058420794,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1236,"Gang Gardujati No. 74
Bengkulu, SR 44266",Jl. Cihampelas No. 096,Makassar,Sulawesi Selatan,71358,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1237,"Gg. Ahmad Dahlan No. 6
Pontianak, Sulawesi Barat 12423",Gg. Ciwastra No. 335,Samarinda,Kalimantan Timur,60753,Indonesia,-6.5295423593780795,112.98376986172346,Registered Office,,2026-01-15 14:25:37.513236+00
1238,"Jalan Cihampelas No. 096
Bengkulu, LA 57679",Gang Raya Ujungberung No. 00,Solo,Jawa Tengah,48070,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1239,"Gg. Wonoayu No. 940
Yogyakarta, PB 52620",Jalan M.T Haryono No. 352,Cimahi,Jawa Barat,39192,Indonesia,-1.4114234199087186,,Registered Office,,2026-01-15 14:25:37.513236+00
1240,"Gang Siliwangi No. 7
Jambi, Kalimantan Timur 56671",Jalan Veteran No. 490,Prabumulih,Sumatera Selatan,91807,Indonesia,-0.3437672281068451,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1241,"Jl. Erlangga No. 2
Bengkulu, LA 28017",Gg. Ir. H. Djuanda No. 604,Binjai,Sumatera Utara,99963,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1242,"Gang Rumah Sakit No. 911
Sorong, Sulawesi Tengah 56145",Jl. Dipatiukur No. 215,Denpasar,Bali,91457,Indonesia,-7.591179159128423,,Registered Office,,2026-01-15 14:25:37.513236+00
1243,"Jl. Rajawali Barat No. 5
Tual, Sulawesi Tenggara 48762",Gang Pacuan Kuda No. 467,Jakarta Utara,DKI Jakarta,91059,Indonesia,-1.1747578683048605,96.98805669313721,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1244,"Jalan HOS. Cokroaminoto No. 3
Meulaboh, Lampung 07326",Gang Raya Ujungberung No. 78,Palembang,Sumatera Selatan,38652,Indonesia,-6.3800631631706635,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1245,"Jl. W.R. Supratman No. 1
Binjai, JK 58173",Gg. Ciumbuleuit No. 6,Pekanbaru,Riau,20722,Indonesia,3.2648715787267086,,Registered Office,,2026-01-15 14:25:37.513236+00
1246,"Jl. Cempaka No. 45
Yogyakarta, Sulawesi Tengah 22033",Gang Waringin No. 3,Yogyakarta,Yogyakarta,93914,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1247,"Jalan Dipatiukur No. 3
Parepare, NB 76834",Jl. Jakarta No. 1,Medan,Sumatera Utara,48409,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1248,"Jalan Cikapayang No. 53
Mojokerto, SU 66518",Gg. Jend. Sudirman No. 83,Sleman,Yogyakarta,73829,Indonesia,,121.6527891905751,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1249,"Gang Astana Anyar No. 7
Purwokerto, KB 50927",Gang Ahmad Yani No. 1,Pekanbaru,Riau,01260,Indonesia,-3.8016937436893166,133.05655721024718,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1250,"Gg. Tebet Barat Dalam No. 3
Kota Administrasi Jakarta Selatan, Maluku 15097",Jl. Rajiman No. 6,Prabumulih,Sumatera Selatan,91581,Indonesia,-6.688595819175838,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1251,"Jl. R.E Martadinata No. 2
Sibolga, GO 06159",Jl. Cihampelas No. 44,Gianyar,Bali,75069,Indonesia,4.354254236803197,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1252,"Gg. Asia Afrika No. 5
Kediri, Jambi 72348",Gang Yos Sudarso No. 18,Cilegon,Banten,16688,Indonesia,,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1253,"Gang Rajiman No. 89
Bukittinggi, Bengkulu 05182",Jalan K.H. Wahid Hasyim No. 77,Jakarta Barat,DKI Jakarta,33985,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1254,"Gg. Jend. Sudirman No. 0
Serang, KI 92078",Jalan K.H. Wahid Hasyim No. 380,Samarinda,Kalimantan Timur,48055,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1255,"Jalan Rajawali Barat No. 50
Langsa, MA 64758",Jalan S. Parman No. 652,Gianyar,Bali,94995,Indonesia,-8.476814452012125,,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1256,"Jalan Kiaracondong No. 49
Pangkalpinang, BE 74564",Gg. R.E Martadinata No. 472,Prabumulih,Sumatera Selatan,48843,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1257,"Jl. Siliwangi No. 90
Surakarta, Kalimantan Selatan 86939",Gg. M.H Thamrin No. 44,Magelang,Jawa Tengah,03562,Indonesia,-7.091622778710777,115.5228641068071,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1258,"Jl. HOS. Cokroaminoto No. 05
Yogyakarta, SU 00803",Gg. Surapati No. 88,Parepare,Sulawesi Selatan,07736,Indonesia,4.068491429162524,,Showroom,,2026-01-15 14:25:37.513236+00
1259,"Jl. Yos Sudarso No. 394
Subulussalam, Maluku Utara 82808",Gg. BKR No. 0,Kediri,Jawa Timur,85661,Indonesia,3.939040390003221,,Pabrik,,2026-01-15 14:25:37.513236+00
1260,"Gg. Sentot Alibasa No. 93
Parepare, JT 46136",Jalan KH Amin Jasuta No. 1,Binjai,Sumatera Utara,20904,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1261,"Jalan Ir. H. Djuanda No. 95
Bogor, LA 63990",Gang Cihampelas No. 4,Pekanbaru,Riau,99749,Indonesia,,129.70936076715498,Showroom,,2026-01-15 14:25:37.513236+00
1262,"Gang Gedebage Selatan No. 618
Bandar Lampung, MA 62148",Gg. Pelajar Pejuang No. 821,Salatiga,Jawa Tengah,76883,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1263,"Jl. BKR No. 739
Dumai, KI 52104",Jalan Siliwangi No. 004,Parepare,Sulawesi Selatan,77221,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1264,"Jalan S. Parman No. 05
Sorong, Papua 19010",Jl. Cihampelas No. 0,Medan,Sumatera Utara,89130,Indonesia,,139.83206464091074,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1265,"Jl. Rumah Sakit No. 869
Lhokseumawe, MA 35381",Jl. Dipenogoro No. 5,Pematang Siantar,Sumatera Utara,14368,Indonesia,,122.64709856084457,Gudang,,2026-01-15 14:25:37.513236+00
1266,"Jl. Gedebage Selatan No. 8
Meulaboh, KT 05078",Jalan Kiaracondong No. 09,Denpasar,Bali,29651,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1267,"Gang Dr. Djunjunan No. 0
Palu, NT 83458",Jalan HOS. Cokroaminoto No. 68,Bogor,Jawa Barat,24675,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1268,"Jl. Soekarno Hatta No. 46
Serang, YO 69764",Gg. Pasteur No. 947,Bantul,Yogyakarta,17699,Indonesia,,,Registered Office,,2026-01-15 14:25:37.513236+00
1269,"Gang Suniaraja No. 6
Sorong, Gorontalo 12265",Gang Indragiri No. 346,Gianyar,Bali,00206,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1270,"Gg. Asia Afrika No. 0
Malang, Papua 73846",Gg. M.T Haryono No. 5,Dumai,Riau,59120,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1271,"Jalan Cempaka No. 95
Prabumulih, Sulawesi Utara 90799",Jalan Rajiman No. 956,Balikpapan,Kalimantan Timur,85090,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1272,"Jalan Kiaracondong No. 76
Padang Sidempuan, KB 69854",Gg. Kebonjati No. 810,Samarinda,Kalimantan Timur,30857,Indonesia,-7.934746621499509,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1273,"Jl. Laswi No. 53
Padang Sidempuan, Sulawesi Selatan 47429",Gang S. Parman No. 769,Pekanbaru,Riau,89395,Indonesia,,,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1274,"Gang Monginsidi No. 3
Probolinggo, Bengkulu 39348",Gang M.T Haryono No. 2,Lubuklinggau,Sumatera Selatan,58223,Indonesia,,,Gudang,,2026-01-15 14:25:37.513236+00
1275,"Jl. KH Amin Jasuta No. 99
Kota Administrasi Jakarta Timur, Jawa Barat 83757",Gg. Asia Afrika No. 5,Sidoarjo,Jawa Timur,69503,Indonesia,4.6116450952065104,111.43280254539181,Pabrik,,2026-01-15 14:25:37.513236+00
1276,"Gg. Cikutra Barat No. 74
Bau-Bau, BE 05880",Jalan Peta No. 65,Karawang,Jawa Barat,60573,Indonesia,,99.96948856887315,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1277,"Jalan Indragiri No. 03
Bandung, KU 16459",Gang Erlangga No. 31,Jakarta Timur,DKI Jakarta,50245,Indonesia,-0.16768004045543528,,Showroom,,2026-01-15 14:25:37.513236+00
1278,"Jl. Ahmad Dahlan No. 339
Banjarmasin, Papua Barat 46411",Gang Peta No. 369,Lubuklinggau,Sumatera Selatan,42233,Indonesia,,,Showroom,,2026-01-15 14:25:37.513236+00
1279,"Jalan Asia Afrika No. 5
Tidore Kepulauan, Aceh 74581",Jalan Dipenogoro No. 2,Jakarta Utara,DKI Jakarta,28705,Indonesia,,100.22397103923781,Kantor Cabang,,2026-01-15 14:25:37.513236+00
1280,"Jalan M.H Thamrin No. 334
Padang Sidempuan, YO 92607",Gang Rajawali Timur No. 878,Binjai,Sumatera Utara,16823,Indonesia,,101.2715675411185,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1281,"Jalan Bangka Raya No. 36
Ternate, JB 61384",Jalan Jend. A. Yani No. 451,Bontang,Kalimantan Timur,99461,Indonesia,-1.4042805942235796,,Pabrik,,2026-01-15 14:25:37.513236+00
1282,"Gang Indragiri No. 7
Tidore Kepulauan, NB 32962",Jl. Yos Sudarso No. 210,Dumai,Riau,90160,Indonesia,1.0206770809748633,118.35897439142991,Gudang,,2026-01-15 14:25:37.513236+00
1283,"Gang Pasteur No. 92
Solok, JI 62506",Jl. Gedebage Selatan No. 16,Binjai,Sumatera Utara,76080,Indonesia,,,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1284,"Jalan Stasiun Wonokromo No. 05
Pematangsiantar, Jawa Timur 59606",Jalan Surapati No. 219,Bontang,Kalimantan Timur,24302,Indonesia,3.1715041990657635,96.69695586068843,Kantor Perwakilan,,2026-01-15 14:25:37.513236+00
1285,"Jalan H.J Maemunah No. 841
Pekanbaru, Sulawesi Tengah 50717",Gg. Bangka Raya No. 63,Solo,Jawa Tengah,87693,Indonesia,,95.0349454269806,Kantor Pusat,,2026-01-15 14:25:37.513236+00
1286,"Gg. R.E Martadinata No. 82
Cilegon, ST 75910",Jalan Kutai No. 180,Palembang,Sumatera Selatan,95435,Indonesia,,132.8595376398779,Gudang,,2026-01-15 14:25:37.513236+00
