id,npwp_masked,name,entity_type,address,status,extra_metadata,created_at
263,92.000.***.***-***.102,UD Jaya Gemilang Rajawali,PT,"Gg. Kiaracondong No. 8
Tidore Kepulauan, DI Yogyakarta 82605",Non-Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
264,93.000.***.***-***.102,UD Nusantara Berkah Abadi,PT Tbk,"Gg. Antapani Lama No. 88
Manado, KT 04279",Non-Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
265,94.000.***.***-***.102,PD Buana Sejahtera Rajawali,Firma,"Gg. Pasir Koja No. 0
Tegal, Lampung 66467",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
266,95.000.***.***-***.102,Koperasi Mega Cipta,Firma,"Jalan Ahmad Yani No. 491
Bandung, KB 14030",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
267,96.000.***.***-***.102,Firma Bersama Usaha Permata,UD,"Jalan Ahmad Dahlan No. 244
Bau-Bau, KS 25997",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
268,97.000.***.***-***.102,PT Abadi Usaha Bersama,Firma,"Jalan Moch. Ramdan No. 5
Yogyakarta, RI 05748",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
269,98.000.***.***-***.102,CV Utama Cendana Indo,PT Tbk,"Gg. Ahmad Dahlan No. 586
Sukabumi, KB 34001",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
270,99.000.***.***-***.102,Firma Mitra Usaha,PT,"Jl. Rajawali Timur No. 9
Tanjungpinang, MU 56248",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
271,10.000.***.***-***.103,UD Lestari Makmur Sentosa,PT,"Gang Laswi No. 039
Mojokerto, Sulawesi Selatan 94293",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
272,11.000.***.***-***.103,Perum Mega Terpadu Cendana,CV,"Jalan Peta No. 5
Malang, JA 82081",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
273,12.000.***.***-***.103,PD Pusaka Utama Karya,PT Tbk,"Gg. S. Parman No. 312
Batam, Banten 51713",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
274,13.000.***.***-***.103,Koperasi Permata Elang,PT Tbk,"Gang Dr. Djunjunan No. 7
Semarang, Jawa Timur 64815",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
275,14.000.***.***-***.103,PT Tbk Sentosa Permata,UD,"Jalan Cikapayang No. 930
Bandung, SS 95015",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
276,15.000.***.***-***.103,Koperasi Permata Utama,UD,"Jl. Moch. Toha No. 814
Tangerang, NB 30031",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
277,16.000.***.***-***.103,Perum Berlian Abadi,UD,"Jl. Indragiri No. 68
Pasuruan, Jambi 54898",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
278,17.000.***.***-***.103,Firma Mandiri Permata,Firma,"Gg. Rajawali Barat No. 27
Parepare, PA 54292",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
279,18.000.***.***-***.103,Koperasi Permata Mandiri Karya,UD,"Gg. W.R. Supratman No. 88
Bima, Kepulauan Bangka Belitung 11212",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
280,19.000.***.***-***.103,PT Tbk Abadi Gemilang,Firma,"Jalan Raya Ujungberung No. 753
Sungai Penuh, SR 52096",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
281,20.000.***.***-***.103,Firma Permata Makmur Gemilang,UD,"Gg. Astana Anyar No. 1
Medan, Jambi 46205",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
282,21.000.***.***-***.103,UD Global Buana,CV,"Gg. Ciwastra No. 44
Jambi, KB 62602",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
283,22.000.***.***-***.103,PD Lestari Prima,PT Tbk,"Jalan Monginsidi No. 9
Yogyakarta, Jawa Barat 05615",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
284,23.000.***.***-***.103,UD Mandiri Abadi Bersama,PT Tbk,"Jl. Cihampelas No. 513
Purwokerto, Nusa Tenggara Timur 05927",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
285,24.000.***.***-***.103,PD Mandiri Nusantara,CV,"Gang Jakarta No. 14
Bontang, Sulawesi Utara 37236",Dalam Pemeriksaan,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
286,25.000.***.***-***.103,PD Sejahtera Sentosa,PT,"Jalan Siliwangi No. 046
Bau-Bau, SN 35471",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
287,26.000.***.***-***.103,PT Mega Global Intan,PT Tbk,"Jalan Ciwastra No. 55
Semarang, Jawa Timur 99004",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
288,27.000.***.***-***.103,PT Elang Niaga,PT,"Gang KH Amin Jasuta No. 81
Metro, Maluku Utara 13194",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
289,28.000.***.***-***.103,Koperasi Cendana Jaya Berlian,UD,"Gang Veteran No. 6
Batu, Lampung 62404",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
290,29.000.***.***-***.103,Perum Makmur Astra Merak,UD,"Gg. Medokan Ayu No. 315
Pangkalpinang, Bali 78723",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
291,30.000.***.***-***.103,PT Tbk Utama Lestari Usaha,CV,"Gg. KH Amin Jasuta No. 9
Sukabumi, JB 25720",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
292,31.000.***.***-***.103,Koperasi Niaga Terpadu,CV,"Gg. Kapten Muslihat No. 892
Banjarbaru, Nusa Tenggara Barat 40283",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
293,32.000.***.***-***.103,PT Tbk Pusaka Intan Karya,PT,"Jalan Moch. Toha No. 24
Samarinda, PB 86001",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
294,33.000.***.***-***.103,Perum Jaya Karya Usaha,UD,"Jl. Rajawali Timur No. 45
Kendari, GO 87188",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
295,34.000.***.***-***.103,CV Astra Karya Garuda,Firma,"Jl. Pasteur No. 9
Dumai, Banten 70806",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
296,35.000.***.***-***.103,PT Tbk Nusantara Global,PT Tbk,"Gang Ahmad Dahlan No. 862
Madiun, SU 21196",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
297,36.000.***.***-***.103,CV Jaya Utama Bersama,UD,"Gg. Gardujati No. 8
Tangerang, DKI Jakarta 94508",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
298,37.000.***.***-***.103,PT Tbk Permata Gemilang,CV,"Jalan Surapati No. 28
Palembang, KU 55602",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
299,38.000.***.***-***.103,UD Bersama Permata Cipta,Firma,"Gang Indragiri No. 26
Sungai Penuh, SU 54367",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
300,39.000.***.***-***.103,Firma Global Elang Usaha,UD,"Jl. Moch. Ramdan No. 493
Banjarbaru, KR 81430",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
301,40.000.***.***-***.103,Koperasi Nusantara Mitra,UD,"Jl. Cihampelas No. 10
Bandar Lampung, DI Yogyakarta 21708",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
302,41.000.***.***-***.103,PT Tbk Abadi Sentosa,PT,"Jalan Bangka Raya No. 7
Bandung, KU 18235",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
303,42.000.***.***-***.103,UD Sentosa Mitra,PT,"Jl. Kiaracondong No. 500
Tanjungpinang, AC 02332",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
304,43.000.***.***-***.103,UD Global Bersama Permata,Firma,"Jl. Kutisari Selatan No. 485
Kupang, Jawa Timur 77646",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
305,44.000.***.***-***.103,PD Intan Sejahtera Prima,PT,"Gang Wonoayu No. 5
Semarang, PA 69730",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
306,45.000.***.***-***.103,CV Sejahtera Mitra Cipta,CV,"Gg. Moch. Toha No. 5
Padangpanjang, NB 58119",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
307,46.000.***.***-***.103,PT Tbk Pusaka Mitra,PT,"Gang Antapani Lama No. 85
Kendari, Papua Barat 56292",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
308,47.000.***.***-***.103,PD Rajawali Cipta,PT Tbk,"Jalan Rumah Sakit No. 6
Palu, NB 85489",Aktif,"{""sector"": ""Agrikultur""}",2026-01-15 14:24:12.231498+00
309,48.000.***.***-***.103,Perum Cipta Mega Buana,PT Tbk,"Jl. Kutisari Selatan No. 3
Bau-Bau, Lampung 47122",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
310,49.000.***.***-***.103,PD Sejahtera Cipta Gemilang,CV,"Jalan Peta No. 8
Serang, DKI Jakarta 45106",Dalam Pemeriksaan,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
311,50.000.***.***-***.103,PT Intan Mandiri Bersama,PT Tbk,"Gg. Cempaka No. 7
Banjar, Kalimantan Selatan 21862",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
312,51.000.***.***-***.103,Firma Mega Rajawali Global,PT,"Jalan Raya Ujungberung No. 00
Tarakan, Maluku Utara 23114",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
313,52.000.***.***-***.103,Koperasi Indo Garuda,CV,"Jl. Gegerkalong Hilir No. 077
Tebingtinggi, Kalimantan Tengah 48308",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
314,53.000.***.***-***.103,PT Cipta Indo,Firma,"Gg. Bangka Raya No. 6
Sukabumi, Kalimantan Tengah 03963",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
315,54.000.***.***-***.103,Firma Garuda Astra Permata,Firma,"Gg. Soekarno Hatta No. 479
Pagaralam, Sulawesi Tenggara 68330",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
316,55.000.***.***-***.103,PD Nusantara Mandiri Terpadu,UD,"Gg. Rungkut Industri No. 19
Jambi, Jambi 69349",Non-Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
317,56.000.***.***-***.103,PD Mitra Mandiri Global,PT Tbk,"Gang Ciwastra No. 97
Surabaya, BT 64505",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
318,57.000.***.***-***.103,PT Tbk Karya Rajawali,Firma,"Jalan M.T Haryono No. 88
Gorontalo, Sumatera Selatan 93415",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
319,58.000.***.***-***.103,PT Rajawali Mega,CV,"Jl. Raya Ujungberung No. 2
Bandar Lampung, SB 18665",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
320,59.000.***.***-***.103,PT Tbk Nusantara Buana,PT Tbk,"Jalan Gedebage Selatan No. 827
Malang, NT 10112",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
321,60.000.***.***-***.103,PT Tbk Mitra Karya,PT,"Jl. Pasir Koja No. 72
Mataram, SU 09436",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
322,61.000.***.***-***.103,Perum Mitra Astra,Firma,"Jl. Cikutra Timur No. 689
Ambon, RI 70584",Dalam Pemeriksaan,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
323,62.000.***.***-***.103,PD Merak Sinar,Firma,"Gang Pasteur No. 9
Ambon, BT 10035",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
324,63.000.***.***-***.103,PT Buana Indo,PT,"Jl. Sukajadi No. 2
Pagaralam, Kalimantan Utara 10774",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
325,64.000.***.***-***.103,UD Berkah Karya,PT Tbk,"Jl. Kiaracondong No. 021
Sibolga, Papua 78039",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
326,65.000.***.***-***.103,Firma Intan Pusaka,Firma,"Gg. Kebonjati No. 95
Batu, Sulawesi Tenggara 27057",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
327,66.000.***.***-***.103,PT Tbk Mitra Karya,Firma,"Gang Dr. Djunjunan No. 7
Sawahlunto, PB 24316",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
328,67.000.***.***-***.103,Koperasi Cipta Utama Cendana,PT Tbk,"Jalan Sukabumi No. 23
Bitung, DKI Jakarta 66885",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
329,68.000.***.***-***.103,PT Tbk Buana Gemilang,PT Tbk,"Gg. Joyoboyo No. 224
Pematangsiantar, JT 33294",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
330,69.000.***.***-***.103,PT Indo Terpadu Merak,UD,"Jl. Merdeka No. 25
Tangerang Selatan, Sumatera Barat 81733",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
331,70.000.***.***-***.103,PT Berlian Merak Sinar,PT,"Jalan Otto Iskandardinata No. 5
Kendari, Nusa Tenggara Barat 64910",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
332,71.000.***.***-***.103,PT Tbk Intan Elang Berlian,CV,"Gg. Pelajar Pejuang No. 64
Tarakan, KI 53448",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
333,72.000.***.***-***.103,PT Tbk Mega Permata,Firma,"Gang Indragiri No. 44
Bengkulu, YO 08150",Dalam Pemeriksaan,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
334,73.000.***.***-***.103,PT Tbk Sentosa Cendana Intan,CV,"Gang Kendalsari No. 19
Sabang, Kalimantan Barat 94580",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
335,74.000.***.***-***.103,CV Garuda Cendana,UD,"Gg. Pasir Koja No. 8
Metro, Sulawesi Tengah 81461",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
336,75.000.***.***-***.103,Koperasi Sinar Berkah Garuda,Firma,"Jl. Veteran No. 2
Payakumbuh, Aceh 31257",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
337,76.000.***.***-***.103,Perum Garuda Elang,Firma,"Jalan Rajawali Timur No. 0
Cilegon, YO 92762",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
338,77.000.***.***-***.103,Koperasi Terpadu Sinar,PT Tbk,"Gg. Laswi No. 6
Gorontalo, Kalimantan Utara 96174",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
339,78.000.***.***-***.103,CV Gemilang Intan Mandiri,PT Tbk,"Jl. Abdul Muis No. 412
Salatiga, PA 05005",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
340,79.000.***.***-***.103,Firma Nusantara Indo Rajawali,PT,"Jalan Setiabudhi No. 43
Subulussalam, Nusa Tenggara Barat 56599",Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
341,80.000.***.***-***.103,Koperasi Intan Merak,CV,"Gang Pacuan Kuda No. 6
Pasuruan, Sulawesi Tenggara 12502",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
342,81.000.***.***-***.103,UD Bersama Mitra Berkah,PT,"Gg. Rajawali Timur No. 246
Kota Administrasi Jakarta Selatan, PA 60937",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
343,82.000.***.***-***.103,Firma Mega Rajawali,PT,"Gang Pasir Koja No. 443
Cirebon, KR 57260",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
344,83.000.***.***-***.103,PD Merak Intan Permata,CV,"Jalan Indragiri No. 5
Ternate, KR 79588",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
345,84.000.***.***-***.103,Koperasi Berkah Cipta Mitra,PT,"Jl. R.E Martadinata No. 949
Parepare, BA 73290",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
346,85.000.***.***-***.103,CV Intan Karya,CV,"Gg. Ronggowarsito No. 39
Semarang, Sumatera Selatan 85571",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
347,86.000.***.***-***.103,PT Elang Terpadu Mitra,Firma,"Jalan Rajiman No. 66
Medan, Kepulauan Bangka Belitung 07533",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
348,87.000.***.***-***.103,CV Mandiri Mitra Astra,PT Tbk,"Gg. Dr. Djunjunan No. 891
Sungai Penuh, SS 08225",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
349,88.000.***.***-***.103,Perum Karya Mega Indo,CV,"Jl. Stasiun Wonokromo No. 51
Kotamobagu, SU 70352",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
350,89.000.***.***-***.103,CV Terpadu Astra Nusantara,PT Tbk,"Jalan Ir. H. Djuanda No. 2
Tarakan, PB 39472",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
351,90.000.***.***-***.103,PD Astra Nusantara,Firma,"Jl. HOS. Cokroaminoto No. 8
Batu, Papua 04952",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
352,91.000.***.***-***.103,UD Lestari Jaya,PT,"Jl. Rajawali Timur No. 0
Cirebon, Sulawesi Utara 50042",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
353,92.000.***.***-***.103,Perum Cipta Merak Garuda,CV,"Jalan Gardujati No. 059
Magelang, NB 84710",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
354,93.000.***.***-***.103,Firma Usaha Mitra,UD,"Gang Jend. A. Yani No. 75
Bandar Lampung, Sumatera Selatan 96568",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
355,94.000.***.***-***.103,CV Nusantara Niaga,CV,"Gang Kutai No. 6
Kota Administrasi Jakarta Pusat, SU 34302",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
356,95.000.***.***-***.103,UD Buana Mandiri Berkah,UD,"Jalan Bangka Raya No. 5
Kotamobagu, RI 99888",Non-Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
357,96.000.***.***-***.103,PT Tbk Mitra Niaga Merak,UD,"Gang Bangka Raya No. 03
Padang, Jambi 71769",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
358,97.000.***.***-***.103,PD Berkah Mandiri,CV,"Jl. M.T Haryono No. 24
Gorontalo, Kalimantan Tengah 16801",Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
359,98.000.***.***-***.103,CV Bersama Prima,PT Tbk,"Gg. Laswi No. 26
Mojokerto, Kalimantan Barat 27945",Aktif,"{""sector"": ""Pertambangan""}",2026-01-15 14:24:12.231498+00
360,99.000.***.***-***.103,CV Karya Astra Merak,CV,"Jalan Otto Iskandardinata No. 7
Tidore Kepulauan, SN 42047",Aktif,"{""sector"": ""Transportasi""}",2026-01-15 14:24:12.231498+00
361,10.000.***.***-***.104,PD Elang Sinar,PT,"Gg. Jend. Sudirman No. 491
Bandung, Riau 19829",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
362,11.000.***.***-***.104,UD Bersama Elang,CV,"Gg. Dipenogoro No. 3
Tasikmalaya, Jawa Timur 91278",Non-Aktif,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
363,12.000.***.***-***.104,Firma Bersama Mandiri Cendana,PT Tbk,"Gang M.T Haryono No. 117
Cimahi, Gorontalo 10441",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
364,13.000.***.***-***.104,Koperasi Nusantara Berlian,Firma,"Gg. Cikutra Barat No. 9
Sibolga, Nusa Tenggara Timur 64239",Dalam Pemeriksaan,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
365,14.000.***.***-***.104,PT Tbk Rajawali Merak Sinar,UD,"Gang Siliwangi No. 029
Mojokerto, JA 22280",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
366,15.000.***.***-***.104,Firma Intan Pusaka,Firma,"Gg. PHH. Mustofa No. 348
Mojokerto, YO 37356",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
367,16.000.***.***-***.104,UD Sinar Astra,Firma,"Jl. Pasir Koja No. 56
Palembang, Kalimantan Utara 66705",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
368,17.000.***.***-***.104,Firma Global Jaya,Firma,"Gang Antapani Lama No. 3
Prabumulih, MU 00162",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
369,18.000.***.***-***.104,UD Astra Mandiri Nusantara,CV,"Jalan Moch. Toha No. 20
Pekalongan, AC 96546",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
370,19.000.***.***-***.104,Perum Sejahtera Utama Mitra,PT Tbk,"Gang HOS. Cokroaminoto No. 30
Solok, BA 34768",Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
371,20.000.***.***-***.104,UD Lestari Permata Utama,PT Tbk,"Gang K.H. Wahid Hasyim No. 51
Sawahlunto, Nusa Tenggara Timur 71025",Dalam Pemeriksaan,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
372,21.000.***.***-***.104,Koperasi Rajawali Berlian,Firma,"Jl. Stasiun Wonokromo No. 333
Kotamobagu, SB 18789",Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
373,22.000.***.***-***.104,Perum Niaga Makmur,Firma,"Jalan Cikutra Barat No. 0
Metro, Sulawesi Selatan 87741",Aktif,"{""sector"": ""Jasa Keuangan""}",2026-01-15 14:24:12.231498+00
374,23.000.***.***-***.104,PD Karya Lestari,CV,"Jalan Joyoboyo No. 39
Cilegon, KB 85409",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
375,24.000.***.***-***.104,Firma Mitra Permata,UD,"Gg. Pasir Koja No. 0
Sukabumi, SU 48785",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
376,25.000.***.***-***.104,PT Tbk Mitra Gemilang,PT Tbk,"Gang M.T Haryono No. 81
Batam, RI 25762",Non-Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
377,26.000.***.***-***.104,PT Merak Bersama Utama,Firma,"Jalan Erlangga No. 7
Lhokseumawe, Gorontalo 67947",Dalam Pemeriksaan,"{""sector"": ""Properti""}",2026-01-15 14:24:12.231498+00
378,27.000.***.***-***.104,PT Rajawali Bersama Sejahtera,Firma,"Jalan Veteran No. 85
Ternate, SS 16618",Aktif,"{""sector"": ""Teknologi""}",2026-01-15 14:24:12.231498+00
379,28.000.***.***-***.104,PT Buana Intan,CV,"Jl. Setiabudhi No. 7
Pematangsiantar, DI Yogyakarta 28805",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
380,29.000.***.***-***.104,UD Usaha Elang Sentosa,PT Tbk,"Gg. Rajawali Timur No. 69
Bontang, SG 88730",Non-Aktif,"{""sector"": ""Manufaktur""}",2026-01-15 14:24:12.231498+00
381,30.000.***.***-***.104,PD Lestari Abadi Cendana,Firma,"Jalan Cikutra Barat No. 406
Probolinggo, Kalimantan Selatan 56676",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
382,31.000.***.***-***.104,PT Garuda Buana,PT,"Gang KH Amin Jasuta No. 8
Purwokerto, Riau 77340",Aktif,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
383,32.000.***.***-***.104,PT Tbk Elang Niaga,PT Tbk,"Jl. Astana Anyar No. 3
Tarakan, Aceh 07666",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
384,33.000.***.***-***.104,Firma Berlian Gemilang Pusaka,UD,"Jl. Rajawali Timur No. 0
Banjarmasin, Papua Barat 53673",Aktif,"{""sector"": ""Pariwisata""}",2026-01-15 14:24:12.231498+00
385,34.000.***.***-***.104,CV Garuda Pusaka,CV,"Jl. Kendalsari No. 436
Banjarbaru, KR 50996",Aktif,"{""sector"": ""Makanan & Minuman""}",2026-01-15 14:24:12.231498+00
386,35.000.***.***-***.104,Firma Utama Nusantara,PT Tbk,"Jl. M.T Haryono No. 2
Dumai, BA 53674",Aktif,"{""sector"": ""Telekomunikasi""}",2026-01-15 14:24:12.231498+00
387,36.000.***.***-***.104,PT Nusantara Sejahtera,PT,"Gang Sadang Serang No. 30
Kota Administrasi Jakarta Utara, BE 98431",Non-Aktif,"{""sector"": ""Perdagangan""}",2026-01-15 14:24:12.231498+00
388,37.000.***.***-***.104,Perum Buana Lestari Permata,PT,"Gang Kapten Muslihat No. 49
Tangerang, Sulawesi Tenggara 90315",Dalam Pemeriksaan,"{""sector"": ""Kesehatan""}",2026-01-15 14:24:12.231498+00
389,38.000.***.***-***.104,CV Prima Buana Lestari,Firma,"Jalan PHH. Mustofa No. 7
Medan, KB 53304",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
390,39.000.***.***-***.104,PT Tbk Mandiri Sinar Makmur,Firma,"Jl. Dipatiukur No. 2
Binjai, SU 67440",Aktif,"{""sector"": ""Energi""}",2026-01-15 14:24:12.231498+00
391,40.000.***.***-***.104,Koperasi Gemilang Elang,Firma,"Gang Astana Anyar No. 0
Tangerang, JB 26198",Aktif,"{""sector"": ""Pendidikan""}",2026-01-15 14:24:12.231498+00
392,41.000.***.***-***.104,UD Mitra Sejahtera Jaya,Firma,"Jl. Rawamangun No. 5
Parepare, Gorontalo 81548",Non-Aktif,"{""sector"": ""Retail""}",2026-01-15 14:24:12.231498+00
393,42.000.***.***-***.104,CV Terpadu Sentosa Nusantara,PT,"Gang Tebet Barat Dalam No. 5
Semarang, KU 98721",Aktif,"{""sector"": ""Konstruksi""}",2026-01-15 14:24:12.231498+00
