id,from_entity_type,from_entity_id,to_entity_type,to_entity_id,relationship_type,pct,effective_from,effective_to,source,confidence,notes,created_at
1068,BENEFICIAL_OWNER,1068,TAXPAYER,10968,OWNERSHIP,19.14,2019-11-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1069,BENEFICIAL_OWNER,1069,TAXPAYER,24006,OWNERSHIP,13.01,2021-08-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1070,BENEFICIAL_OWNER,1070,TAXPAYER,69,OWNERSHIP,49.79,2024-06-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1071,BENEFICIAL_OWNER,1071,TAXPAYER,18045,OWNERSHIP,57.26,2020-10-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1072,BENEFICIAL_OWNER,1072,TAXPAYER,17281,OWNERSHIP,10.13,2019-09-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1073,BENEFICIAL_OWNER,1073,TAXPAYER,6189,OWNERSHIP,87.85,2023-04-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1074,BENEFICIAL_OWNER,1074,TAXPAYER,25293,OWNERSHIP,13.29,2024-06-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1075,BENEFICIAL_OWNER,1075,TAXPAYER,25654,OWNERSHIP,77.05,2020-06-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1076,BENEFICIAL_OWNER,1076,TAXPAYER,25955,OWNERSHIP,46.21,2019-01-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1077,BENEFICIAL_OWNER,1077,TAXPAYER,25182,OWNERSHIP,30.76,2019-10-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1078,BENEFICIAL_OWNER,1078,TAXPAYER,9768,OWNERSHIP,33.08,2023-08-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1079,BENEFICIAL_OWNER,1079,TAXPAYER,12684,OWNERSHIP,48.58,2019-08-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1080,BENEFICIAL_OWNER,1080,TAXPAYER,25607,OWNERSHIP,26.67,2020-04-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1081,BENEFICIAL_OWNER,1081,TAXPAYER,2055,OWNERSHIP,24.30,2022-08-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1082,BENEFICIAL_OWNER,1082,TAXPAYER,19007,OWNERSHIP,82.24,2020-06-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1083,BENEFICIAL_OWNER,1083,TAXPAYER,29189,OWNERSHIP,75.76,2024-04-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1084,BENEFICIAL_OWNER,1084,TAXPAYER,3638,OWNERSHIP,60.47,2022-11-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1085,BENEFICIAL_OWNER,1085,TAXPAYER,17437,OWNERSHIP,25.64,2024-03-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1086,BENEFICIAL_OWNER,1086,TAXPAYER,25242,OWNERSHIP,83.33,2019-09-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1087,BENEFICIAL_OWNER,1087,TAXPAYER,16835,OWNERSHIP,35.86,2018-04-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1088,BENEFICIAL_OWNER,1088,TAXPAYER,2587,OWNERSHIP,74.78,2023-11-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1089,BENEFICIAL_OWNER,1089,TAXPAYER,20440,OWNERSHIP,38.87,2024-06-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1090,BENEFICIAL_OWNER,1090,TAXPAYER,750,OWNERSHIP,59.81,2022-06-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1091,BENEFICIAL_OWNER,1091,TAXPAYER,21125,OWNERSHIP,19.05,2021-05-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1092,BENEFICIAL_OWNER,1092,TAXPAYER,10762,OWNERSHIP,48.66,2024-09-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1093,BENEFICIAL_OWNER,1093,TAXPAYER,5081,OWNERSHIP,20.98,2019-10-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1094,BENEFICIAL_OWNER,1094,TAXPAYER,20457,OWNERSHIP,55.16,2024-06-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1095,BENEFICIAL_OWNER,1095,TAXPAYER,19571,OWNERSHIP,35.94,2022-01-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1096,BENEFICIAL_OWNER,1096,TAXPAYER,3470,OWNERSHIP,69.59,2022-04-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1097,BENEFICIAL_OWNER,1097,TAXPAYER,23007,OWNERSHIP,76.84,2024-06-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1098,BENEFICIAL_OWNER,1098,TAXPAYER,29697,OWNERSHIP,69.58,2022-09-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1099,BENEFICIAL_OWNER,1099,TAXPAYER,9580,OWNERSHIP,60.51,2019-06-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1100,BENEFICIAL_OWNER,1100,TAXPAYER,15984,OWNERSHIP,24.89,2023-06-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1101,BENEFICIAL_OWNER,1101,TAXPAYER,26698,OWNERSHIP,40.96,2018-05-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1102,BENEFICIAL_OWNER,1102,TAXPAYER,17763,OWNERSHIP,91.37,2018-12-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1103,BENEFICIAL_OWNER,1103,TAXPAYER,2687,OWNERSHIP,83.46,2018-12-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1104,BENEFICIAL_OWNER,1104,TAXPAYER,20037,OWNERSHIP,61.45,2022-07-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1105,BENEFICIAL_OWNER,1105,TAXPAYER,12145,OWNERSHIP,64.34,2021-07-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1106,BENEFICIAL_OWNER,1106,TAXPAYER,1958,OWNERSHIP,23.78,2023-12-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1107,BENEFICIAL_OWNER,1107,TAXPAYER,4644,OWNERSHIP,84.69,2021-03-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1108,BENEFICIAL_OWNER,1108,TAXPAYER,7426,OWNERSHIP,20.51,2023-09-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1109,BENEFICIAL_OWNER,1109,TAXPAYER,14355,OWNERSHIP,67.13,2020-12-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1110,BENEFICIAL_OWNER,1110,TAXPAYER,12588,OWNERSHIP,76.60,2019-09-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1111,BENEFICIAL_OWNER,1111,TAXPAYER,8789,OWNERSHIP,35.97,2020-10-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1112,BENEFICIAL_OWNER,1112,TAXPAYER,14848,OWNERSHIP,9.58,2023-11-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
1113,BENEFICIAL_OWNER,1113,TAXPAYER,14969,OWNERSHIP,7.22,2022-04-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1114,BENEFICIAL_OWNER,1114,TAXPAYER,28083,OWNERSHIP,8.92,2023-08-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1115,BENEFICIAL_OWNER,1115,TAXPAYER,15357,OWNERSHIP,18.54,2021-01-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1116,BENEFICIAL_OWNER,1116,TAXPAYER,22369,OWNERSHIP,8.19,2021-02-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1117,BENEFICIAL_OWNER,1117,TAXPAYER,29474,OWNERSHIP,16.61,2018-09-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1118,BENEFICIAL_OWNER,1118,TAXPAYER,8671,OWNERSHIP,90.56,2022-09-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1119,BENEFICIAL_OWNER,1119,TAXPAYER,415,OWNERSHIP,57.11,2021-04-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1120,BENEFICIAL_OWNER,1120,TAXPAYER,9758,OWNERSHIP,88.57,2018-12-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1121,BENEFICIAL_OWNER,1121,TAXPAYER,21392,OWNERSHIP,65.52,2021-09-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1122,BENEFICIAL_OWNER,1122,TAXPAYER,21217,OWNERSHIP,48.08,2019-03-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1123,BENEFICIAL_OWNER,1123,TAXPAYER,8205,OWNERSHIP,7.77,2018-08-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1124,BENEFICIAL_OWNER,1124,TAXPAYER,8605,OWNERSHIP,68.92,2018-01-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1125,BENEFICIAL_OWNER,1125,TAXPAYER,29435,OWNERSHIP,82.90,2020-08-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1126,BENEFICIAL_OWNER,1126,TAXPAYER,13640,OWNERSHIP,87.47,2023-03-01,,BO Registry,0.83,,2026-01-15 14:26:05.430149+00
1127,BENEFICIAL_OWNER,1127,TAXPAYER,19420,OWNERSHIP,60.88,2020-06-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1128,BENEFICIAL_OWNER,1128,TAXPAYER,13414,OWNERSHIP,81.72,2022-09-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1129,BENEFICIAL_OWNER,1129,TAXPAYER,9682,OWNERSHIP,36.93,2019-08-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1130,BENEFICIAL_OWNER,1130,TAXPAYER,25961,OWNERSHIP,11.96,2020-11-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1131,BENEFICIAL_OWNER,1131,TAXPAYER,18783,OWNERSHIP,15.23,2024-04-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1132,BENEFICIAL_OWNER,1132,TAXPAYER,9076,OWNERSHIP,16.56,2021-05-01,,BO Registry,0.79,,2026-01-15 14:26:05.430149+00
1133,BENEFICIAL_OWNER,1133,TAXPAYER,12555,OWNERSHIP,41.52,2022-01-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1134,BENEFICIAL_OWNER,1134,TAXPAYER,8452,OWNERSHIP,71.13,2023-01-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1135,BENEFICIAL_OWNER,1135,TAXPAYER,12363,OWNERSHIP,42.32,2018-11-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1136,BENEFICIAL_OWNER,1136,TAXPAYER,440,OWNERSHIP,17.15,2019-10-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1137,BENEFICIAL_OWNER,1137,TAXPAYER,12079,OWNERSHIP,69.88,2018-09-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1138,BENEFICIAL_OWNER,1138,TAXPAYER,19241,OWNERSHIP,26.23,2019-02-01,,BO Registry,0.79,,2026-01-15 14:26:05.430149+00
1139,BENEFICIAL_OWNER,1139,TAXPAYER,16583,OWNERSHIP,62.93,2023-06-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1140,BENEFICIAL_OWNER,1140,TAXPAYER,22637,OWNERSHIP,94.10,2023-01-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1141,BENEFICIAL_OWNER,1141,TAXPAYER,17034,OWNERSHIP,62.14,2022-08-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1142,BENEFICIAL_OWNER,1142,TAXPAYER,6826,OWNERSHIP,82.96,2019-04-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1143,BENEFICIAL_OWNER,1143,TAXPAYER,24141,OWNERSHIP,8.83,2020-05-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1144,BENEFICIAL_OWNER,1144,TAXPAYER,26229,OWNERSHIP,57.77,2019-02-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1145,BENEFICIAL_OWNER,1145,TAXPAYER,10579,OWNERSHIP,59.37,2018-12-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1146,BENEFICIAL_OWNER,1146,TAXPAYER,27911,OWNERSHIP,83.19,2020-08-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1147,BENEFICIAL_OWNER,1147,TAXPAYER,14204,OWNERSHIP,86.62,2020-01-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1148,BENEFICIAL_OWNER,1148,TAXPAYER,14993,OWNERSHIP,74.29,2019-04-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1149,BENEFICIAL_OWNER,1149,TAXPAYER,7112,OWNERSHIP,19.07,2018-11-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1150,BENEFICIAL_OWNER,1150,TAXPAYER,29654,OWNERSHIP,82.27,2023-01-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1151,BENEFICIAL_OWNER,1151,TAXPAYER,23823,OWNERSHIP,61.88,2021-04-01,,BO Registry,0.80,,2026-01-15 14:26:05.430149+00
1152,BENEFICIAL_OWNER,1152,TAXPAYER,637,OWNERSHIP,47.36,2020-07-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1153,BENEFICIAL_OWNER,1153,TAXPAYER,17390,OWNERSHIP,73.79,2021-03-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1154,BENEFICIAL_OWNER,1154,TAXPAYER,27652,OWNERSHIP,16.23,2023-02-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1155,BENEFICIAL_OWNER,1155,TAXPAYER,6158,OWNERSHIP,48.54,2022-09-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1156,BENEFICIAL_OWNER,1156,TAXPAYER,14833,OWNERSHIP,63.77,2023-02-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1157,BENEFICIAL_OWNER,1157,TAXPAYER,13259,OWNERSHIP,49.99,2021-09-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1158,BENEFICIAL_OWNER,1158,TAXPAYER,133,OWNERSHIP,58.65,2024-08-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1159,BENEFICIAL_OWNER,1159,TAXPAYER,29668,OWNERSHIP,73.33,2019-03-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1160,BENEFICIAL_OWNER,1160,TAXPAYER,29927,OWNERSHIP,74.37,2022-11-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1161,BENEFICIAL_OWNER,1161,TAXPAYER,13819,OWNERSHIP,28.89,2021-08-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1162,BENEFICIAL_OWNER,1162,TAXPAYER,11568,OWNERSHIP,68.72,2022-09-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1163,BENEFICIAL_OWNER,1163,TAXPAYER,16934,OWNERSHIP,70.56,2024-07-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1164,BENEFICIAL_OWNER,1164,TAXPAYER,28375,OWNERSHIP,35.98,2019-05-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1165,BENEFICIAL_OWNER,1165,TAXPAYER,1276,OWNERSHIP,10.56,2018-11-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1166,BENEFICIAL_OWNER,1166,TAXPAYER,24583,OWNERSHIP,34.67,2023-06-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1167,BENEFICIAL_OWNER,1167,TAXPAYER,7394,OWNERSHIP,55.08,2024-11-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1168,BENEFICIAL_OWNER,1168,TAXPAYER,21599,OWNERSHIP,25.52,2021-04-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1169,BENEFICIAL_OWNER,1169,TAXPAYER,14983,OWNERSHIP,10.61,2020-09-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1170,BENEFICIAL_OWNER,1170,TAXPAYER,660,OWNERSHIP,67.25,2019-09-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1171,BENEFICIAL_OWNER,1171,TAXPAYER,28364,OWNERSHIP,35.64,2024-10-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1172,BENEFICIAL_OWNER,1172,TAXPAYER,1730,OWNERSHIP,58.87,2022-10-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1173,BENEFICIAL_OWNER,1173,TAXPAYER,15160,OWNERSHIP,30.83,2023-02-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1174,BENEFICIAL_OWNER,1174,TAXPAYER,19192,OWNERSHIP,59.02,2019-04-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1175,BENEFICIAL_OWNER,1175,TAXPAYER,20398,OWNERSHIP,32.39,2018-07-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1176,BENEFICIAL_OWNER,1176,TAXPAYER,27714,OWNERSHIP,19.41,2024-03-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1177,BENEFICIAL_OWNER,1177,TAXPAYER,15521,OWNERSHIP,85.95,2022-10-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1178,BENEFICIAL_OWNER,1178,TAXPAYER,10769,OWNERSHIP,36.68,2020-06-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1179,BENEFICIAL_OWNER,1179,TAXPAYER,28218,OWNERSHIP,18.01,2020-07-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1180,BENEFICIAL_OWNER,1180,TAXPAYER,18296,OWNERSHIP,68.31,2020-04-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1181,BENEFICIAL_OWNER,1181,TAXPAYER,21305,OWNERSHIP,11.39,2020-10-01,,BO Registry,0.89,,2026-01-15 14:26:05.430149+00
1182,BENEFICIAL_OWNER,1182,TAXPAYER,26214,OWNERSHIP,37.41,2024-11-01,,BO Registry,0.78,,2026-01-15 14:26:05.430149+00
1183,BENEFICIAL_OWNER,1183,TAXPAYER,2772,OWNERSHIP,56.16,2021-10-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1184,BENEFICIAL_OWNER,1184,TAXPAYER,22289,OWNERSHIP,62.81,2024-03-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1185,BENEFICIAL_OWNER,1185,TAXPAYER,974,OWNERSHIP,94.25,2019-08-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1186,BENEFICIAL_OWNER,1186,TAXPAYER,29707,OWNERSHIP,15.68,2020-09-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1187,BENEFICIAL_OWNER,1187,TAXPAYER,16005,OWNERSHIP,32.17,2024-08-01,,BO Registry,0.76,,2026-01-15 14:26:05.430149+00
1188,BENEFICIAL_OWNER,1188,TAXPAYER,14968,OWNERSHIP,77.44,2018-02-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1189,BENEFICIAL_OWNER,1189,TAXPAYER,29335,OWNERSHIP,78.99,2024-03-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1190,BENEFICIAL_OWNER,1190,TAXPAYER,7365,OWNERSHIP,24.55,2019-06-01,,BO Registry,0.87,,2026-01-15 14:26:05.430149+00
1191,BENEFICIAL_OWNER,1191,TAXPAYER,23169,OWNERSHIP,58.30,2022-03-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1192,BENEFICIAL_OWNER,1192,TAXPAYER,3801,OWNERSHIP,74.88,2024-08-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1193,BENEFICIAL_OWNER,1193,TAXPAYER,13119,OWNERSHIP,26.80,2020-01-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1194,BENEFICIAL_OWNER,1194,TAXPAYER,19677,OWNERSHIP,60.30,2021-06-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1195,BENEFICIAL_OWNER,1195,TAXPAYER,20127,OWNERSHIP,69.33,2021-05-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1196,BENEFICIAL_OWNER,1196,TAXPAYER,14295,OWNERSHIP,34.50,2023-08-01,,BO Registry,0.94,,2026-01-15 14:26:05.430149+00
1197,BENEFICIAL_OWNER,1197,TAXPAYER,1286,OWNERSHIP,19.28,2022-03-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1198,BENEFICIAL_OWNER,1198,TAXPAYER,25116,OWNERSHIP,86.25,2020-02-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1199,BENEFICIAL_OWNER,1199,TAXPAYER,26964,OWNERSHIP,48.49,2020-10-01,,BO Registry,0.71,,2026-01-15 14:26:05.430149+00
1200,BENEFICIAL_OWNER,1200,TAXPAYER,5536,OWNERSHIP,85.19,2023-11-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1201,BENEFICIAL_OWNER,1201,TAXPAYER,17068,OWNERSHIP,19.59,2023-06-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1202,BENEFICIAL_OWNER,1202,TAXPAYER,638,OWNERSHIP,50.06,2020-08-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1203,BENEFICIAL_OWNER,1203,TAXPAYER,24766,OWNERSHIP,68.43,2023-10-01,,BO Registry,0.86,,2026-01-15 14:26:05.430149+00
1204,BENEFICIAL_OWNER,1204,TAXPAYER,764,OWNERSHIP,36.06,2024-08-01,,BO Registry,0.75,,2026-01-15 14:26:05.430149+00
1205,BENEFICIAL_OWNER,1205,TAXPAYER,19143,OWNERSHIP,55.12,2019-06-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1206,BENEFICIAL_OWNER,1206,TAXPAYER,19580,OWNERSHIP,75.67,2022-08-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1207,BENEFICIAL_OWNER,1207,TAXPAYER,27216,OWNERSHIP,49.17,2018-07-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1208,BENEFICIAL_OWNER,1208,TAXPAYER,11071,OWNERSHIP,25.53,2020-11-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1209,BENEFICIAL_OWNER,1209,TAXPAYER,25474,OWNERSHIP,44.22,2022-03-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1210,BENEFICIAL_OWNER,1210,TAXPAYER,15552,OWNERSHIP,49.91,2021-09-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1211,BENEFICIAL_OWNER,1211,TAXPAYER,15137,OWNERSHIP,46.01,2018-11-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1212,BENEFICIAL_OWNER,1212,TAXPAYER,19072,OWNERSHIP,26.59,2023-02-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1213,BENEFICIAL_OWNER,1213,TAXPAYER,20115,OWNERSHIP,43.33,2024-05-01,,BO Registry,0.70,,2026-01-15 14:26:05.430149+00
1214,BENEFICIAL_OWNER,1214,TAXPAYER,5187,OWNERSHIP,12.23,2021-01-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1215,BENEFICIAL_OWNER,1215,TAXPAYER,22157,OWNERSHIP,59.48,2018-04-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1216,BENEFICIAL_OWNER,1216,TAXPAYER,18567,OWNERSHIP,31.28,2023-05-01,,BO Registry,0.79,,2026-01-15 14:26:05.430149+00
1217,BENEFICIAL_OWNER,1217,TAXPAYER,18522,OWNERSHIP,12.48,2019-08-01,,BO Registry,0.90,,2026-01-15 14:26:05.430149+00
1218,BENEFICIAL_OWNER,1218,TAXPAYER,20379,OWNERSHIP,59.94,2022-12-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1219,BENEFICIAL_OWNER,1219,TAXPAYER,4855,OWNERSHIP,80.32,2024-11-01,,BO Registry,0.73,,2026-01-15 14:26:05.430149+00
1220,BENEFICIAL_OWNER,1220,TAXPAYER,3710,OWNERSHIP,73.39,2024-05-01,,BO Registry,0.95,,2026-01-15 14:26:05.430149+00
1221,BENEFICIAL_OWNER,1221,TAXPAYER,803,OWNERSHIP,70.12,2022-02-01,,BO Registry,0.85,,2026-01-15 14:26:05.430149+00
1222,BENEFICIAL_OWNER,1222,TAXPAYER,15732,OWNERSHIP,84.24,2020-07-01,,BO Registry,0.79,,2026-01-15 14:26:05.430149+00
1223,BENEFICIAL_OWNER,1223,TAXPAYER,26944,OWNERSHIP,59.85,2021-04-01,,BO Registry,1.00,,2026-01-15 14:26:05.430149+00
1224,BENEFICIAL_OWNER,1224,TAXPAYER,25071,OWNERSHIP,68.72,2023-09-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1225,BENEFICIAL_OWNER,1225,TAXPAYER,19146,OWNERSHIP,93.68,2018-04-01,,BO Registry,0.72,,2026-01-15 14:26:05.430149+00
1226,BENEFICIAL_OWNER,1226,TAXPAYER,28944,OWNERSHIP,28.30,2023-07-01,,BO Registry,0.77,,2026-01-15 14:26:05.430149+00
1227,BENEFICIAL_OWNER,1227,TAXPAYER,25204,OWNERSHIP,65.58,2021-11-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1228,BENEFICIAL_OWNER,1228,TAXPAYER,22540,OWNERSHIP,80.26,2024-08-01,,BO Registry,0.74,,2026-01-15 14:26:05.430149+00
1229,BENEFICIAL_OWNER,1229,TAXPAYER,26024,OWNERSHIP,9.05,2022-06-01,,BO Registry,0.99,,2026-01-15 14:26:05.430149+00
1230,BENEFICIAL_OWNER,1230,TAXPAYER,20526,OWNERSHIP,81.24,2020-07-01,,BO Registry,0.84,,2026-01-15 14:26:05.430149+00
1231,BENEFICIAL_OWNER,1231,TAXPAYER,9199,OWNERSHIP,31.67,2021-01-01,,BO Registry,0.92,,2026-01-15 14:26:05.430149+00
1232,BENEFICIAL_OWNER,1232,TAXPAYER,15334,OWNERSHIP,43.68,2023-10-01,,BO Registry,0.97,,2026-01-15 14:26:05.430149+00
1233,BENEFICIAL_OWNER,1233,TAXPAYER,26625,OWNERSHIP,71.62,2024-05-01,,BO Registry,0.93,,2026-01-15 14:26:05.430149+00
1234,BENEFICIAL_OWNER,1234,TAXPAYER,17438,OWNERSHIP,29.37,2022-04-01,,BO Registry,0.88,,2026-01-15 14:26:05.430149+00
1235,BENEFICIAL_OWNER,1235,TAXPAYER,10834,OWNERSHIP,50.76,2024-11-01,,BO Registry,0.96,,2026-01-15 14:26:05.430149+00
1236,BENEFICIAL_OWNER,1236,TAXPAYER,13111,OWNERSHIP,63.38,2018-11-01,,BO Registry,0.81,,2026-01-15 14:26:05.430149+00
1237,BENEFICIAL_OWNER,1237,TAXPAYER,29491,OWNERSHIP,56.43,2023-07-01,,BO Registry,0.82,,2026-01-15 14:26:05.430149+00
1238,BENEFICIAL_OWNER,1238,TAXPAYER,10553,OWNERSHIP,91.56,2022-10-01,,BO Registry,0.91,,2026-01-15 14:26:05.430149+00
1239,BENEFICIAL_OWNER,1239,TAXPAYER,14749,OWNERSHIP,71.85,2020-09-01,,BO Registry,0.98,,2026-01-15 14:26:05.430149+00
